,file_path,label
54,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/34-rotated2-rotated1-rotated2.jpg,fractured
55,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/15-rotated2-rotated3-rotated2.jpg,fractured
56,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/12-rotated3.jpg,fractured
57,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/82-rotated2-rotated1-rotated3.jpg,fractured
58,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/105-rotated3-rotated3-rotated2.jpg,fractured
59,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/119-rotated1-rotated2-rotated1.jpg,fractured
60,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/41-rotated3-rotated3-rotated2.jpg,fractured
61,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/39-rotated1-rotated1.jpg,fractured
62,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/71-rotated2-rotated3-rotated2.jpg,fractured
63,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/26-rotated3-rotated3.jpg,fractured
64,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/57-rotated1-rotated1-rotated2.jpg,fractured
65,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/113-rotated3-rotated3-rotated1.jpg,fractured
66,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/115-rotated2-rotated2.jpg,fractured
67,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/86-rotated2-rotated2.jpg,fractured
68,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/69-rotated3-rotated2-rotated2.jpg,fractured
69,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/25-rotated1-rotated3-rotated3.jpg,fractured
70,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/45.jpg,fractured
71,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/111-rotated3-rotated3-rotated2.jpg,fractured
72,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/62-rotated3-rotated1.jpg,fractured
73,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/56.jpg,fractured
74,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/25-rotated1-rotated3.jpg,fractured
75,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/11-rotated3-rotated3-rotated3.jpg,fractured
76,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/110-rotated3-rotated3-rotated2.jpg,fractured
77,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/106-rotated2-rotated1-rotated2.jpg,fractured
78,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/103-rotated3-rotated2.jpg,fractured
79,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/45-rotated3.jpg,fractured
80,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/89.jpg,fractured
81,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/84-rotated2.jpg,fractured
82,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/87-rotated3-rotated3.jpg,fractured
83,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/20-rotated3-rotated3-rotated2.jpg,fractured
84,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/20.jpg,fractured
85,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/26-rotated1-rotated3-rotated2.jpg,fractured
86,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/68-rotated2-rotated1-rotated1.jpg,fractured
87,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/77-rotated3-rotated3-rotated1.jpg,fractured
88,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/27-rotated2-rotated1-rotated3.jpg,fractured
89,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/56-rotated1-rotated2-rotated2.jpg,fractured
90,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/34-rotated2-rotated3-rotated1.jpg,fractured
91,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/111-rotated3-rotated2-rotated2.jpg,fractured
92,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/30-rotated3-rotated1.jpg,fractured
93,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/27-rotated2-rotated1.jpg,fractured
94,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/118-rotated1-rotated1-rotated2.jpg,fractured
95,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/61-rotated2-rotated1-rotated3.jpg,fractured
96,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/103-rotated2-rotated3-rotated2.jpg,fractured
97,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/58-rotated2-rotated3-rotated3.jpg,fractured
98,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/44-rotated2.jpg,fractured
99,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/29-rotated3-rotated2.jpg,fractured
100,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/10-rotated2-rotated1-rotated2.jpg,fractured
101,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/67-rotated1-rotated3.jpg,fractured
102,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/58.jpg,fractured
103,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/76-rotated2-rotated2-rotated2.jpg,fractured
104,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/88-rotated3-rotated2-rotated1.jpg,fractured
105,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/10-rotated3-rotated3-rotated2.jpg,fractured
106,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/121-rotated3-rotated2-rotated1.jpg,fractured
107,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/121-rotated3-rotated1-rotated3.jpg,fractured
108,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/22-rotated3-rotated2-rotated3.jpg,fractured
109,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/96-rotated2-rotated3-rotated3.jpg,fractured
110,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/101-rotated1-rotated3-rotated3.jpg,fractured
111,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/112-rotated1-rotated2.jpg,fractured
112,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/66-rotated3-rotated1-rotated3.jpg,fractured
113,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/120-rotated1.jpg,fractured
114,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/42-rotated3-rotated3-rotated2.jpg,fractured
115,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/59-rotated3-rotated2-rotated2.jpg,fractured
116,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/18-rotated1-rotated1.jpg,fractured
117,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/18-rotated3-rotated1-rotated3.jpg,fractured
118,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/22-rotated2-rotated1.jpg,fractured
119,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/109.jpg,fractured
120,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/38-rotated3-rotated2-rotated2.jpg,fractured
121,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/113-rotated3-rotated3.jpg,fractured
122,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/116-rotated3-rotated3-rotated3.jpg,fractured
123,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/23-rotated2-rotated3.jpg,fractured
124,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/18-rotated3-rotated3-rotated3.jpg,fractured
125,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/107-rotated1-rotated2-rotated3.jpg,fractured
126,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/98-rotated3.jpg,fractured
127,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/61-rotated1-rotated3-rotated3.jpg,fractured
128,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/10-rotated2-rotated3-rotated1.jpg,fractured
129,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/120-rotated3-rotated3-rotated2.jpg,fractured
130,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/35-rotated2-rotated2-rotated1.jpg,fractured
131,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/109-rotated1-rotated1-rotated2.jpg,fractured
132,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/21-rotated3-rotated3-rotated2.jpg,fractured
133,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/76.jpg,fractured
134,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/65-rotated3-rotated2-rotated3.jpg,fractured
135,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/110-rotated1-rotated2.jpg,fractured
136,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/26-rotated3-rotated3-rotated2.jpg,fractured
137,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/31-rotated2-rotated3-rotated1.jpg,fractured
138,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/101-rotated3-rotated2-rotated3.jpg,fractured
139,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/93-rotated2-rotated1.jpg,fractured
140,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/21-rotated1.jpg,fractured
141,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/86-rotated2-rotated2-rotated3.jpg,fractured
142,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/49-rotated2-rotated1-rotated2.jpg,fractured
143,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/22-rotated2-rotated2-rotated1.jpg,fractured
144,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/89-rotated3-rotated1-rotated2.jpg,fractured
145,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/39-rotated2-rotated3-rotated2.jpg,fractured
146,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/45-rotated3-rotated2.jpg,fractured
147,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/44-rotated2-rotated1.jpg,fractured
148,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/53-rotated1-rotated2-rotated1.jpg,fractured
149,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/19-rotated2-rotated2-rotated2.jpg,fractured
150,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/71.jpg,fractured
151,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/81-rotated2-rotated3-rotated1.jpg,fractured
152,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/111-rotated3-rotated1-rotated1.jpg,fractured
153,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/83-rotated1-rotated2-rotated1.jpg,fractured
154,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/24-rotated1-rotated1-rotated2.jpg,fractured
155,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/47-rotated2.jpg,fractured
156,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/109-rotated1-rotated3-rotated1.jpg,fractured
157,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/116-rotated3.jpg,fractured
158,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/102-rotated3-rotated3-rotated3.jpg,fractured
159,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/118-rotated3-rotated3-rotated3.jpg,fractured
160,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/44-rotated3-rotated3-rotated3.jpg,fractured
161,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/120-rotated2-rotated2-rotated2.jpg,fractured
162,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/48-rotated2-rotated3-rotated3.jpg,fractured
163,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/113-rotated2-rotated3-rotated3.jpg,fractured
164,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/34-rotated2-rotated1-rotated1.jpg,fractured
165,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/113-rotated2-rotated1-rotated3.jpg,fractured
166,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/61-rotated2-rotated1-rotated1.jpg,fractured
167,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/119-rotated2-rotated1-rotated3.jpg,fractured
168,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/62-rotated3-rotated3-rotated3.jpg,fractured
169,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/74-rotated2-rotated1-rotated3.jpg,fractured
170,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/41-rotated2-rotated1-rotated1.jpg,fractured
171,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/110-rotated2-rotated3-rotated3.jpg,fractured
172,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/77-rotated3-rotated1-rotated1.jpg,fractured
173,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/98-rotated3-rotated1-rotated2.jpg,fractured
174,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/96-rotated3-rotated2.jpg,fractured
175,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/110-rotated3-rotated1-rotated2.jpg,fractured
176,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/94-rotated2-rotated3-rotated3.jpg,fractured
177,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/20-rotated2.jpg,fractured
178,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/91-rotated1-rotated2.jpg,fractured
179,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/77-rotated2-rotated2-rotated3.jpg,fractured
180,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/22-rotated1-rotated2-rotated2.jpg,fractured
181,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/103-rotated1-rotated2-rotated3.jpg,fractured
182,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/92-rotated2-rotated2-rotated1.jpg,fractured
183,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/109-rotated2-rotated3.jpg,fractured
184,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/65-rotated3-rotated1.jpg,fractured
185,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/106-rotated1-rotated1-rotated1.jpg,fractured
186,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/42-rotated3-rotated3-rotated1.jpg,fractured
187,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/114-rotated3-rotated1-rotated3.jpg,fractured
188,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/111-rotated1-rotated3-rotated3.jpg,fractured
189,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/15-rotated3-rotated1-rotated3.jpg,fractured
190,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/41-rotated2-rotated1.jpg,fractured
191,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/120-rotated3-rotated2-rotated3.jpg,fractured
192,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/78-rotated3-rotated1-rotated3.jpg,fractured
193,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/46-rotated3.jpg,fractured
194,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/61-rotated3-rotated1-rotated2.jpg,fractured
195,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/77-rotated1-rotated3-rotated2.jpg,fractured
196,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/113-rotated2-rotated2-rotated2.jpg,fractured
197,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/49-rotated2-rotated2-rotated1.jpg,fractured
198,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/39-rotated3-rotated1-rotated1.jpg,fractured
199,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/51-rotated3-rotated1-rotated1.jpg,fractured
200,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/106-rotated3-rotated1-rotated2.jpg,fractured
201,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/18-rotated3-rotated3-rotated2.jpg,fractured
202,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/72-rotated1.jpg,fractured
203,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/26-rotated1-rotated1-rotated3.jpg,fractured
204,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/66-rotated2-rotated2-rotated2.jpg,fractured
205,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/31-rotated3-rotated2-rotated2.jpg,fractured
206,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/17-rotated3-rotated1-rotated3.jpg,fractured
207,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/71-rotated2-rotated1-rotated3.jpg,fractured
208,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/115-rotated1-rotated1-rotated3.jpg,fractured
209,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/23-rotated3-rotated2-rotated3.jpg,fractured
210,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/87-rotated3-rotated2-rotated3.jpg,fractured
211,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/91-rotated1-rotated3-rotated2.jpg,fractured
212,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/82-rotated1-rotated1.jpg,fractured
213,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/61-rotated2-rotated2-rotated3.jpg,fractured
214,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/41-rotated2-rotated1-rotated3.jpg,fractured
215,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/48-rotated2-rotated1-rotated3.jpg,fractured
216,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/46-rotated1-rotated2-rotated1.jpg,fractured
217,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/105-rotated3.jpg,fractured
218,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/114-rotated1-rotated1-rotated1.jpg,fractured
219,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/111-rotated1-rotated1.jpg,fractured
220,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/66-rotated2-rotated1-rotated1.jpg,fractured
221,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/77-rotated2-rotated3-rotated1.jpg,fractured
222,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/54-rotated1-rotated2-rotated3.jpg,fractured
223,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/58-rotated3-rotated2-rotated3.jpg,fractured
224,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/85-rotated1-rotated2-rotated2.jpg,fractured
225,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/105-rotated2-rotated3-rotated2.jpg,fractured
226,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/42-rotated2-rotated3-rotated2.jpg,fractured
227,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/114-rotated3-rotated1-rotated1.jpg,fractured
228,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/95-rotated1-rotated1-rotated1.jpg,fractured
